Timestamp,RFID Tag,Antenna,Time Between Stamps
2024-05-30 16:00:53,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:00:55,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:01:01,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:01:03,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:01:09,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:01:11,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:01:17,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:01:19,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:01:25,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:01:27,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:01:33,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:01:35,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:01:41,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:01:43,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:01:49,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:01:51,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:01:57,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:01:59,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:02:05,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:02:07,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:02:15,E200 1AC1 9627 E100 1039 0F83,0,8.007
2024-05-30 16:02:17,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:02:23,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:02:25,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:02:31,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:02:33,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:02:39,E200 1AC1 9627 E100 1039 0F83,0,6.006
2024-05-30 16:02:41,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:02:47,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:02:49,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:02:55,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:02:57,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:03:03,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:03:05,E200 1AC1 9627 E100 1039 0F83,0,2.001
2024-05-30 16:03:11,E200 1AC1 9627 E100 1039 0F83,0,6.006
2024-05-30 16:03:13,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:03:19,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:03:21,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:03:27,E200 1AC1 9627 E100 1039 0F83,0,6.003
2024-05-30 16:03:29,E200 1AC1 9627 E100 1039 0F83,0,2.004
2024-05-30 16:03:35,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:03:37,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:03:43,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:03:45,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:03:51,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:03:53,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:03:59,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:04:01,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:04:07,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:04:09,E200 1AC1 9627 E100 1039 0F83,0,2.004
2024-05-30 16:04:15,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:04:17,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:04:23,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:04:25,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:04:33,E200 1AC1 9627 E100 1039 0F83,0,8.006
2024-05-30 16:04:35,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:04:41,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:04:43,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:04:49,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:04:51,E200 1AC1 9627 E100 1039 0F83,0,2.005
2024-05-30 16:04:57,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:04:59,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:05:05,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:05:07,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:05:13,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:05:15,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:05:21,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:05:23,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:05:29,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:05:31,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:05:37,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:05:39,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:05:45,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:05:47,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:05:53,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:05:55,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:06:01,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:06:03,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:06:09,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:06:11,E200 1AC1 9627 E100 1039 0F83,0,2.004
2024-05-30 16:06:17,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:06:19,E200 1AC1 9627 E100 1039 0F83,0,2.002
2024-05-30 16:06:25,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:06:27,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:06:33,E200 1AC1 9627 E100 1039 0F83,0,6.004
2024-05-30 16:06:35,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:06:41,E200 1AC1 9627 E100 1039 0F83,0,6.005
2024-05-30 16:06:43,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:06:51,E200 1AC1 9627 E100 1039 0F83,0,8.007
2024-05-30 16:06:53,E200 1AC1 9627 E100 1039 0F83,0,2.003
2024-05-30 16:06:59,E200 1AC1 9627 E100 1039 0F83,0,6.005
Timestamp,RFID Tag,Antenna,Time Between Stamps
2024-05-30 16:07:23,E200 1AC1 9627 E100 1039 0F83,0,0
2024-05-30 16:07:28,E200 1AC1 9627 C000 1039 0EFF,0,0
2024-05-30 16:07:43,E200 1AC1 9627 E100 1039 0F83,0,20.009
2024-05-30 16:07:48,E200 1AC1 9627 C000 1039 0EFF,0,20.01
2024-05-30 16:08:03,E200 1AC1 9627 E100 1039 0F83,0,20.009
2024-05-30 16:08:08,E200 1AC1 9627 C000 1039 0EFF,0,20.007
2024-05-30 16:08:23,E200 1AC1 9627 E100 1039 0F83,0,20.008
2024-05-30 16:08:28,E200 1AC1 9627 C000 1039 0EFF,0,20.007
2024-05-30 16:08:43,E200 1AC1 9627 E100 1039 0F83,0,20.008
2024-05-30 16:08:48,E200 1AC1 9627 C000 1039 0EFF,0,20.009
2024-05-30 16:09:03,E200 1AC1 9627 E100 1039 0F83,0,20.009
2024-05-30 16:09:08,E200 1AC1 9627 C000 1039 0EFF,0,20.009
2024-05-30 16:09:23,E200 1AC1 9627 E100 1039 0F83,0,20.01
2024-05-30 16:09:28,E200 1AC1 9627 C000 1039 0EFF,0,20.011
2024-05-30 16:09:43,E200 1AC1 9627 E100 1039 0F83,0,20.01
2024-05-30 16:09:48,E200 1AC1 9627 C000 1039 0EFF,0,20.01
2024-05-30 16:10:03,E200 1AC1 9627 E100 1039 0F83,0,20.01
2024-05-30 16:10:08,E200 1AC1 9627 C000 1039 0EFF,0,20.008
2024-05-30 16:10:23,E200 1AC1 9627 E100 1039 0F83,0,20.009
2024-05-30 16:10:28,E200 1AC1 9627 C000 1039 0EFF,0,20.008
2024-05-30 16:10:43,E200 1AC1 9627 E100 1039 0F83,0,20.013
2024-05-30 16:10:48,E200 1AC1 9627 C000 1039 0EFF,0,20.012
2024-05-30 16:11:03,E200 1AC1 9627 E100 1039 0F83,0,20.007
2024-05-30 16:11:08,E200 1AC1 9627 C000 1039 0EFF,0,20.008
2024-05-30 16:11:23,E200 1AC1 9627 E100 1039 0F83,0,20.009
2024-05-30 16:11:28,E200 1AC1 9627 C000 1039 0EFF,0,20.008
2024-05-30 16:11:43,E200 1AC1 9627 E100 1039 0F83,0,20.007
2024-05-30 16:11:48,E200 1AC1 9627 C000 1039 0EFF,0,20.007
2024-05-30 16:12:03,E200 1AC1 9627 E100 1039 0F83,0,20.008
2024-05-30 16:12:08,E200 1AC1 9627 C000 1039 0EFF,0,20.007
2024-05-30 16:12:23,E200 1AC1 9627 E100 1039 0F83,0,20.006
2024-05-30 16:12:28,E200 1AC1 9627 C000 1039 0EFF,0,20.007
2024-05-30 16:12:43,E200 1AC1 9627 E100 1039 0F83,0,20.008
2024-05-30 16:12:48,E200 1AC1 9627 C000 1039 0EFF,0,20.008
2024-05-30 16:13:03,E200 1AC1 9627 E100 1039 0F83,0,20.008
2024-05-30 16:13:08,E200 1AC1 9627 C000 1039 0EFF,0,20.007
2024-05-30 16:13:23,E200 1AC1 9627 E100 1039 0F83,0,20.007
2024-05-30 16:13:28,E200 1AC1 9627 C000 1039 0EFF,0,20.008
2024-05-30 16:13:43,E200 1AC1 9627 E100 1039 0F83,0,20.008
2024-05-30 16:13:48,E200 1AC1 9627 C000 1039 0EFF,0,20.009
2024-05-30 16:14:03,E200 1AC1 9627 E100 1039 0F83,0,20.007
2024-05-30 16:14:08,E200 1AC1 9627 C000 1039 0EFF,0,20.007
2024-05-30 16:14:23,E200 1AC1 9627 E100 1039 0F83,0,20.008
2024-05-30 16:14:28,E200 1AC1 9627 C000 1039 0EFF,0,20.009
2024-05-30 16:14:43,E200 1AC1 9627 E100 1039 0F83,0,20.008
2024-05-30 16:14:48,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:15:03,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:15:08,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:15:23,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:15:28,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:15:43,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:15:48,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:16:03,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:16:08,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:16:23,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:16:29,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:16:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:16:49,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:17:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:17:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:17:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:17:29,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:17:44,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:17:49,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:18:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:18:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:18:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:18:29,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:18:44,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:18:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:19:04,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:19:09,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:19:24,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:19:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:19:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:19:49,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:20:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:20:09,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:20:24,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:20:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:20:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:20:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:21:04,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:21:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:21:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:21:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:21:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:21:49,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:22:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:22:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:22:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:22:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:22:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:22:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:23:04,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:23:09,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:23:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:23:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:23:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:23:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:24:04,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:24:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:24:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:24:29,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:24:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:24:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:25:04,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:25:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:25:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:25:29,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:25:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:25:49,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:26:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:26:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:26:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:26:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:26:44,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:26:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:27:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:27:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:27:24,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:27:29,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:27:44,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:27:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:28:04,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:28:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:28:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:28:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:28:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:28:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:29:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:29:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:29:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:29:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:29:44,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:29:49,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:30:04,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:30:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:30:24,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:30:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:30:44,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:30:49,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:31:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:31:09,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:31:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:31:29,E200 1AC1 9627 E100 1039 0F83,0,5.002
2024-05-30 16:31:44,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:31:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:32:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:32:09,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:32:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:32:29,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:32:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:32:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:33:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:33:09,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:33:24,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:33:29,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:33:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:33:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:34:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:34:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:34:24,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:34:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:34:44,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:34:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:35:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:35:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:35:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:35:29,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:35:44,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:35:49,E200 1AC1 9627 E100 1039 0F83,0,5.002
2024-05-30 16:36:04,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:36:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:36:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:36:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:36:44,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:36:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:37:04,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:37:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:37:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:37:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:37:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:37:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:38:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:38:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:38:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:38:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:38:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:38:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:39:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:39:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:39:24,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:39:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:39:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:39:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:40:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:40:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:40:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:40:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:40:44,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:40:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:41:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:41:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:41:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:41:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:41:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:41:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:42:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:42:09,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:42:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:42:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:42:44,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:42:49,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:43:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:43:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:43:24,E200 1AC1 9627 E100 1039 0F83,0,15.009
2024-05-30 16:43:29,E200 1AC1 9627 E100 1039 0F83,0,5.002
2024-05-30 16:43:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:43:49,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:44:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:44:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:44:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:44:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:44:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:44:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:45:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:45:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:45:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:45:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:45:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:45:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:46:04,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:46:09,E200 1AC1 9627 E100 1039 0F83,0,5.006
2024-05-30 16:46:24,E200 1AC1 9627 E100 1039 0F83,0,15.004
2024-05-30 16:46:29,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:46:44,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:46:49,E200 1AC1 9627 E100 1039 0F83,0,5.005
2024-05-30 16:47:04,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:47:09,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:47:24,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:47:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:47:44,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:47:49,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:48:04,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:48:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:48:24,E200 1AC1 9627 E100 1039 0F83,0,15.006
2024-05-30 16:48:29,E200 1AC1 9627 E100 1039 0F83,0,5.004
2024-05-30 16:48:44,E200 1AC1 9627 E100 1039 0F83,0,15.005
2024-05-30 16:48:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:49:04,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:49:09,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:49:24,E200 1AC1 9627 E100 1039 0F83,0,15.007
2024-05-30 16:49:29,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:49:44,E200 1AC1 9627 E100 1039 0F83,0,15.009
2024-05-30 16:49:49,E200 1AC1 9627 E100 1039 0F83,0,5.003
2024-05-30 16:50:04,E200 1AC1 9627 E100 1039 0F83,0,15.005
